Time,Headlines,cleaned_text,standardized_text,tokens
12-May-20,"Extend furlough scheme or face spiralling job losses, Rishi Sunak told",may,may,[]
12-May-20,Easing lockdown: outdoor meetings just one of the back-to-work guidelines,may,may,[]
12-May-20,Nils Pratley on finance  Has Branson accepted only he can save Virgin Atlantic? Not entirely,may,may,[]
12-May-20,"P&O Ferries to cut 1,100 jobs – but owner to pay out £270m in dividends",may,may,[]
12-May-20,Aviation bosses raise 'serious concern' over UK quarantine plans,may,may,[]
12-May-20,Burger King and Starbucks branches to reopen for takeaways,may,may,[]
12-May-20,Carmaking starts up again as Bentley and Toyota workers return,may,may,[]
12-May-20,Richard Branson to sell $500m worth of Virgin Galactic shares,may,may,[]
12-May-20,Merkel intervenes in damaging row between Germany and Brussels,may,may,[]
12-May-20,Huge demand for bikes during lockdown set to grow further,may,may,[]
12-May-20,Business blog  Global shares fall as optimism fades on coronavirus lockdown easing – as it happened,may,may,[]
12-May-20,"Morrisons, Asda and Tesco cut petrol prices to less than £1 a litre",may,may,[]
12-May-20,'I'm a little frightened': Parisians edge their way out of lockdown,may,may,[]
12-May-20,"No hotel buffets when holidays resume, says tour operator Tui",may,may,[]
12-May-20,Mourners choosing simplified funerals during Covid-19 crisis,may,may,[]
11-May-20,The Guardian's Audio Long Reads  How the face mask became the world's most coveted commodity – podcast,may,may,[]
11-May-20,Cannes abandons 'physical' festival for 2020 but will select films for screening elsewhere,may,may,[]
11-May-20,"Disney reopens its Shanghai theme park, with many restrictions",may,may,[]
11-May-20,"Coronawashing: for big, bad businesses, it's the new greenwashing",may,may,[]
11-May-20,My working week  My working week: 'A 999 caller is hiding from someone with a shotgun',may,may,[]
11-May-20,Soaring drug prices could bar access to future coronavirus treatments,may,may,[]
11-May-20,Consumer champions  Airbnb insists on making a refund to a cancelled credit card,may,may,[]
11-May-20,Animals farmed  'Chaotic and crazy': meat plants around the world struggle with virus outbreaks,may,may,[]
11-May-20,Covid-19 investigations  Healthcare firm advised by Owen Paterson won £133m coronavirus testing contract unopposed,may,may,[]
11-May-20,"Trump is culpable in deaths of Americans, says Noam Chomsky",may,may,[]
11-May-20,Britons want quality of life indicators to take priority over economy,may,may,[]
11-May-20,'Recipe for chaos': union leaders sound warning over return to work,may,may,[]
11-May-20,Pubs fear disaster after being left out of plans to ease lockdown,may,may,[]
11-May-20,"We won't survive the lockdown without rent relief, say publicans",may,may,[]
11-May-20,My wedding anniversary reminds me of an unmentionable sadness: lost restaurants,may,may,[]
11-May-20,Lloyds rushes to fix flaw that stopped firms receiving Covid loans,may,may,[]
11-May-20,"Economics viewpoint  


  Unemployment due to Covid-19 is surely worth more than a footnote",may,may,[]
11-May-20,"Up to 43m Americans could lose health insurance amid pandemic, report says",may,may,[]
11-May-20,"Business leader  


  Andrew Bailey needs to be more convincing about the path to recovery",may,may,[]
11-May-20,Could lockdown herald an exciting new chapter for the book trade?,may,may,[]
10-May-20,"Hidden gems from the world of research  


  Working with women makes the world a better place",may,may,[]
10-May-20,"Under Trump, American exceptionalism means poverty, misery and death",may,may,[]
10-May-20,Observer business agenda  Foxtons becomes a self-preservation society as house sales drop off a cliff,may,may,[]
10-May-20,"Two-week quarantine will cripple us, aviation industry warns Boris Johnson",may,may,[]
10-May-20,Soaring government debt is now inevitable. It’s nothing to fear,may,may,[]
10-May-20,Expansion debate rumbles on amid hush over Britain’s biggest airports,may,may,[]
10-May-20,Jumbo jet sunset: coronavirus hastens the end of the Boeing 747,may,may,[]
10-May-20,Plan to ease England lockdown 'likely to be in line with Wales',may,may,[]
10-May-20,"Coronavirus shows British–EU solidarity vital, say ambassadors",may,may,[]
10-May-20,US job losses have reached Great Depression levels. Did it have to be that way?,may,may,[]
10-May-20,Ebay enjoys lockdown renaissance as buyers and sellers flock to site,may,may,[]
10-May-20,'Made for social distancing': drive-through takeaways urged to reopen,may,may,[]
10-May-20,Four causes for alarm in the US jobs figures – and one possible reason for hope,may,may,[]
10-May-20,UK garden centres prepare for sales surge to end lockdown disaster,may,may,[]
10-May-20,UK tourism industry hoping for easing of coronavirus lockdown,may,may,[]
10-May-20,Global stock markets rise as China-US trade tensions ease,may,may,[]
10-May-20,Virgin Money apologises and U-turns on credit card spending blocks,may,may,[]
10-May-20,Coronavirus has emptied public spaces – but it could reinvent the high street,may,may,[]
10-May-20,'Get a grip': Mervyn King warns of Covid-19 threat to UK economy,may,may,[]
10-May-20,20m Americans lost their jobs in April in worst month since Great Depression,may,may,[]
8-May-20,"Nils Pratley on finance  


  Forget the dividend, BT fibre investment is long overdue",may,may,[]
8-May-20,The Guardian's Audio Long Reads  ‘Feasting on fantasy’: my month of extreme immersion in Disney Plus – podcast,may,may,[]
8-May-20,Ohio urges employers to report workers fearful of returning to work,may,may,[]
8-May-20,A ‘new reality’: California takes cautious first steps in reopening plan,may,may,[]
8-May-20,Homebuyers 'plotting move to country' amid increased home working,may,may,[]
8-May-20,Rupert Murdoch gives up his bonus as News Corp loses US$1bn in three months,may,may,[]
8-May-20,UK lenders have granted nearly 1.2m payment holidays,may,may,[]
8-May-20,Government awarded school meal voucher contract without tender,may,may,[]
8-May-20,"Four in 10 pubs may soon close without extra support, says trade body",may,may,[]
8-May-20,US Nasdaq index recovers all of 2020's losses triggered by Covid-19,may,may,[]
8-May-20,"World tourism faces worst crisis since records began, says UNWTO",may,may,[]
8-May-20,Beware Tory narrative of a workshy public,may,may,[]
8-May-20,Business live  Bank of England warns UK faces historic recession; US jobless claims hit 3.1m - business live,may,may,[]
8-May-20,Uber banks on two-wheeled future with $170m stake in Lime scooter rental firm,may,may,[]
8-May-20,5G conspiracy theories fuel attacks on telecoms workers,may,may,[]
8-May-20,British Airways plans to resume some flights in July,may,may,[]
8-May-20,"UK unemployment to double and economy to shrink by 14%, warns Bank of England",may,may,[]
8-May-20,"US unemployment rises another 3m, bringing total to 33m since pandemic began",may,may,[]
8-May-20,Next to create new chain of upmarket beauty halls,may,may,[]
8-May-20,Mirror and Express owner reports 30% slump in revenues,may,may,[]
7-May-20,I made millions out of the last debt crisis. Now the wealthy stand to win again,may,may,[]
7-May-20,'First petri dish': Sundance film festival may have been Covid-19 incubator,may,may,[]
7-May-20,Bank of England offers hope amid Covid-19's grim economic spectacle,may,may,[]
7-May-20,JD Sports says blocking Footasylum merger is 'absurd' amid Covid-19 crisis,may,may,[]
7-May-20,Rear Windowflick: Berlin's DIY film screenings – in pictures,may,may,[]
7-May-20,BT suspends dividend to free up 5G and broadband investment,may,may,[]
7-May-20,Virgin Media and O2 owners confirm £31bn mega-merger in UK,may,may,[]
7-May-20,Don't expect a snapback for the UK economy after lockdown is lifted,may,may,[]
7-May-20,"Nils Pratley on finance  


  An abrupt end to the UK furlough scheme would be self-defeating",may,may,[]
7-May-20,"Five more Debenhams stores to shut for good with 1,000 jobs at risk",may,may,[]
7-May-20,Chancellor tells unions there will be no cliff-edge end to furlough,may,may,[]
7-May-20,Parts of UK economy 'on life support' since lockdown,may,may,[]
7-May-20,Ocado hit by protest vote against pay rise and bonus for directors,may,may,[]
7-May-20,'I cry every day': anxiety over plans to cut furlough scheme,may,may,[]
7-May-20,Business live  US payrolls suffer record fall; UK construction and German factories slump - as it happened,may,may,[]
7-May-20,Heathrow to carry out temperature checks on passengers,may,may,[]
7-May-20,Virgin Money suspends thousands of credit cards with no warning,may,may,[]
7-May-20,"Coronavirus threatens future of eurozone, Brussels warns",may,may,[]
7-May-20,"Small investors poured back into stock market in April, says data firm",may,may,[]
7-May-20,Coronavirus-hit Formula One to pay teams 100% of prize money,may,may,[]
6-May-20,Airbnb to make a quarter of its global workforce redundant,may,may,[]
6-May-20,Small firms secure £2bn in bounce-back loans in first 24 hours,may,may,[]
6-May-20,UK cinemas lobbying government for June reopening,may,may,[]
6-May-20,Virgin Money chief downplays impact of Branson bailout plea,may,may,[]
6-May-20,UK construction sector suffers its biggest slump on record,may,may,[]
6-May-20,ITV reveals scale of Covid-19 impact due to advertising losses,may,may,[]
6-May-20,Race and money  'I don't want to give up': black-owned businesses face hurdles in getting stimulus loans,may,may,[]
6-May-20,UK furloughed workers: tell us about your experiences,may,may,[]
6-May-20,‘Stop throwing us bare bones’: US union activism surges amid coronavirus,may,may,[]
6-May-20,Human rights in focus  Pollution causing birth defects in children of DRC cobalt miners – study,may,may,[]
6-May-20,"Your problems, with Anna Tims  Can I get health cover if I have to rebook my cancelled holiday?",may,may,[]
6-May-20,"UK's coronavirus recovery should have green focus, Johnson urged",may,may,[]
6-May-20,This is Europe  'There is a glimmer of hope': economists on coronavirus and capitalism,may,may,[]
6-May-20,Risk of 'dole queue' future for young people after Covid-19 crisis,may,may,[]
6-May-20,Disney takes $1.4bn hit as parks shuttered and production halted,may,may,[]
6-May-20,California sues Uber and Lyft for misclassifying drivers as contractors,may,may,[]
6-May-20,Global stock markets buoyed as Brent crude tops $30 a barrel,may,may,[]
6-May-20,The Guardian view on lifting the lockdown: not business as usual,may,may,[]
6-May-20,"Nils Pratley on finance  


  Virgin Atlantic job cuts were the only route to Treasury coffers",may,may,[]
6-May-20,Small firms hit by coronavirus could miss out on bounce-back loans,may,may,[]
5-May-20,Majority of UK businesses 'need less than a week' to restart,may,may,[]
5-May-20,Norwegian Cruise Line warns of 'substantial doubt' it will survive,may,may,[]
5-May-20,Eurostar backtracks over coronavirus refunds after complaints,may,may,[]
5-May-20,"Business live  Virgin Atlantic to cut 3,150 jobs; UK car sales tumble - as it happened",may,may,[]
5-May-20,"Amazon is cracking down on protesters and organizing, workers say",may,may,[]
5-May-20,Virgin Atlantic to axe a third of jobs and shut Gatwick operations,may,may,[]
5-May-20,Ocado faces shareholder revolt over £88m bonus payout,may,may,[]
5-May-20,Wizz Air announces plans to resume flights to Portugal and Greece,may,may,[]
5-May-20,UK online grocery sales likely to surge by a quarter amid lockdown,may,may,[]
5-May-20,McDonald's reveals full list of UK restaurants to reopen since lockdown,may,may,[]
5-May-20,Jolt to eurozone as German court warns against central bank stimulus,may,may,[]
5-May-20,"Brexit talks hurtling towards new crisis point, says Irish foreign minister",may,may,[]
5-May-20,UK's biggest peer-to-peer lender halves interest rates to prepare for defaults,may,may,[]
5-May-20,Use of public transport could be discouraged as lockdown ends – IFS,may,may,[]
5-May-20,Inflation collapses around the world amid coronavirus pandemic,may,may,[]
5-May-20,UK car sales plunge to lowest since 1946 amid coronavirus lockdown,may,may,[]
5-May-20,WeWork co-founder Adam Neumann sues SoftBank over $3bn deal,may,may,[]
5-May-20,Food deliveries to vulnerable in UK 'need better coordination',may,may,[]
5-May-20,UK government begins transatlantic trade talks with Washington,may,may,[]
5-May-20,"Nils Pratley on finance  


  Regulators should be on high alert for Virgin Media and O2 merger",may,may,[]
4-May-20,Nearly a quarter of British employees furloughed in last fortnight,may,may,[]
4-May-20,UK's plans to reopen workplaces: what are unions' concerns?,may,may,[]
4-May-20,The inside story of the UK's NHS coronavirus ventilator challenge,may,may,[]
4-May-20,Business live  Hong Kong falls deeper into recession; US factory orders tumble - as it happened,may,may,[]
4-May-20,Small firms inundate UK banks with coronavirus loan requests,may,may,[]
4-May-20,Watchdog investigates EY audit of scandal-hit NMC Health,may,may,[]
4-May-20,"When lockdown eases, don't rely on the goodwill of bosses to keep their staff safe",may,may,[]
4-May-20,Norwegian Air shareholders back £770m rescue plan,may,may,[]
4-May-20,Half of British adults 'felt anxious about Covid-19 lockdown',may,may,[]
4-May-20,Hotel Chocolat to reopen some UK stores for takeaway sales,may,may,[]
4-May-20,"After Covid-19, it's in everyone's interest to help the world's poorest countries",may,may,[]
4-May-20,Fashion chain J Crew files for bankruptcy protection in US,may,may,[]
4-May-20,Tenants accuse workspace provider of ‘unethical profiteering’,may,may,[]
4-May-20,UK workplace rules after lockdown may include extensive hygiene measures,may,may,[]
4-May-20,Call to freeze all UK private rents to help 1m workers at risk of losing jobs,may,may,[]
4-May-20,UK household energy bills to soar by £32 per month,may,may,[]
4-May-20,"Project Syndicate economists  


  How to avoid a W-shaped global coronavirus recession",may,may,[]
4-May-20,A good yarn: UK coronavirus lockdown spawns arts and craft renaissance,may,may,[]
4-May-20,Today in Focus  The global race for face masks,may,may,[]
4-May-20,"UK business confidence at all-time low, Deloitte report reveals",may,may,[]
3-May-20,Sports Direct managers accuse firm of making them work on furlough,may,may,[]
3-May-20,"Most Australians want government, not business, to lead post-pandemic recovery, survey finds",may,may,[]
3-May-20,How Tesco's 'doomsday exercise' helped it cope with the coronavirus,may,may,[]
3-May-20,Hundreds of UK firms join forces to sue Hiscox over lockdown insurance,may,may,[]
3-May-20,Many small businesses won't get help from Congress. But there are other options,may,may,[]
3-May-20,"Economics viewpoint  


  The coronavirus has exposed the imbalances in modern Britain",may,may,[]
3-May-20,The promise of an Oxford vaccine reveals how a new Britain could thrive,may,may,[]
3-May-20,Public and private sectors must pull together so business can recover from this crisis,may,may,[]
3-May-20,After Covid-19: How will a socially distanced high street actually work?,may,may,[]
3-May-20,"William Keegan's in my view  


  We forget that flu once plagued the economy as coronavirus does today",may,may,[]
3-May-20,"Business leader  


  An end to the lockdown can’t mean an end to government financial support",may,may,[]
3-May-20,"Warren Buffett dumps US airline stocks, saying 'world has changed' after Covid-19",may,may,[]
3-May-20,‘It’s our only industry’: pandemic restrictions threaten Maine’s tourist season,may,may,[]
3-May-20,Observer business agenda  Coronavirus may keep Norwegian flying – but it’s not much to celebrate,may,may,[]
3-May-20,China and Australia: how a war of words over coronavirus turned to threats of a trade war,may,may,[]
3-May-20,Business leaders: extend furlough to avoid millions of job losses,may,may,[]
3-May-20,Coronavirus poses huge threat to entertainment industry,may,may,[]
3-May-20,Studios bypass cinemas with lucrative lockdown premieres,may,may,[]
3-May-20,Interest on UK coronavirus bounce-back loans to be capped at 2.5%,may,may,[]
3-May-20,Deliveroo was the poster child for venture capitalism. It's not looking so good now,may,may,[]
2-May-20,'We're modern slaves': How meat plant workers became the new frontline in Covid-19 war,may,may,[]
2-May-20,Can the UK's night-time economy survive the coronavirus pandemic?,may,may,[]
2-May-20,The pandemic and the influencer: will the lifestyle survive coronavirus?,may,may,[]
2-May-20,Virgin and O2 plan merger to challenge Sky and BT,may,may,[]
2-May-20,Global markets recoil as Trump threatens US-China trade war,may,may,[]
2-May-20,ExxonMobil reports loss after $3bn wiped off value of oil reserves,may,may,[]
2-May-20,Covid-19 crisis opens doors to a leaner but meaner British Airways,may,may,[]
2-May-20,UK government faces legal challenge to lockdown from businessman,may,may,[]
2-May-20,'We stick to the rules': why cinemas in Sweden have stayed open during the pandemic,may,may,[]
2-May-20,McDonald's to reopen some UK restaurants for delivery orders,may,may,[]
2-May-20,"Environmental controls key to coronavirus recovery, chancellor told",may,may,[]
2-May-20,"Luton airport briefly bursts into life, as Wizz Air flies in from Bulgaria",may,may,[]
2-May-20,Long lockdown will shrink UK economy by a fifth in 2020 – study,may,may,[]
2-May-20,Covid-19 investigations  Revealed: NHS procurement official privately selling PPE amid Covid-19 outbreak,may,may,[]
2-May-20,Business live  Stock markets tumble as Ryanair and RBS warn on coronavirus damage – as it happened,may,may,[]
2-May-20,UK consumers clear £3.8bn of debt while business loans soar since Covid-19 crisis,may,may,[]
2-May-20,The north of England can't handle another recession. Coronavirus could sink it,may,may,[]
2-May-20,Lakeside and Trafford Centre owner to get tough with big-name shops,may,may,[]
2-May-20,Heathrow boss warns of BA-style mass redundancies,may,may,[]
2-May-20,Financial watchdog asks courts to clarify coronavirus business insurance,may,may,[]
1-May-20,RBS profits halve as bank takes £800m coronavirus hit,may,may,[]
1-May-20,"Ryanair to cut 3,000 jobs as coronavirus grounds flights",may,may,[]
1-May-20,"Human rights in focus  ‘No food, water, masks or gloves': migrant farm workers in Spain at crisis point",may,may,[]
1-May-20,"LED lights halve unwanted fish in nets, research finds",may,may,[]
1-May-20,"More help needed for British industrial sector, says head of Make UK",may,may,[]
1-May-20,Apple sales beat expectations but Tim Cook sees uncertainty ahead,may,may,[]
1-May-20,Nasa picks Bezos's Blue Origin and Musk's SpaceX to build new lunar landers,may,may,[]
1-May-20,Greggs postpones reopening UK bakery stores,may,may,[]
1-May-20,British Airways to cut Gatwick operation and lay off 1130 pilots,may,may,[]
1-May-20,Amazon posts $75bn first-quarter revenues but expects to spend $4bn in Covid-19 costs,may,may,[]
1-May-20,"Nils Pratley on finance  


  Shell shows prudence on dividend, but no remorse on $16bn share buybacks",may,may,[]
1-May-20,The Guardian view on corporate bailouts: money for something,may,may,[]
1-May-20,Johnson promises 'comprehensive plan' for reopening businesses,may,may,[]
1-May-20,UK Covid-19 business bailouts have already cost more than £100bn,may,may,[]
1-May-20,"B&Q, Homebase and Pret reopen more stores with safety measures",may,may,[]
1-May-20,AstraZeneca partners with Oxford University to produce Covid-19 vaccine,may,may,[]
1-May-20,Business live  Eurozone downturn and US jobless surge hit markets - as it happened,may,may,[]
1-May-20,"Pandemic will 'vastly accelerate' decline of UK high street, MPs told",may,may,[]
1-May-20,As eurozone records 3.8% slump ECB chief warns of worse to come,may,may,[]
1-May-20,ITV considers filming Love Island in Cornwall or cancelling series,may,may,[]
30-Apr-20,Fears Brexit talks could collapse in June but UK still optimistic,apr,apr,['apr']
30-Apr-20,UK Treasury rushes to finalise coronavirus bounce back loan scheme,apr,apr,['apr']
30-Apr-20,"Condom sales down as lockdown limits sex lives, says Durex maker",apr,apr,['apr']
30-Apr-20,Another 3.8 million Americans lose jobs as US unemployment continues to grow,apr,apr,['apr']
30-Apr-20,"Oasis and Warehouse to close permanently, with loss of 1,800 jobs",apr,apr,['apr']
30-Apr-20,Tui cancels beach holidays until June amid coronavirus crisis,apr,apr,['apr']
30-Apr-20,Fatcat developers created our housing crisis. Here's how to stop them,apr,apr,['apr']
30-Apr-20,Supermarkets urged to be kinder to single parents in lockdown,apr,apr,['apr']
30-Apr-20,S&P hits back in court after Fortescue Metals takes legal action to prevent publication of ore price,apr,apr,['apr']
30-Apr-20,Transport secretary promised EasyJet not to levy green taxes,apr,apr,['apr']
30-Apr-20,UK watchdog vows to get tough with UK firms over stalled refunds,apr,apr,['apr']
30-Apr-20,Sainsbury's boss says coronavirus disruption will last until mid-September,apr,apr,['apr']
30-Apr-20,Lloyds profits crash 95% as bank covers expected surge in bad debts,apr,apr,['apr']
30-Apr-20,Shell cuts dividend for first time since 1945 amid oil price collapse,apr,apr,['apr']
30-Apr-20,"Covid-19 crisis will wipe out demand for fossil fuels, says IEA",apr,apr,['apr']
30-Apr-20,Elon Musk rails against 'fascist' shelter-in-place orders in Tesla earnings call,apr,apr,['apr']
30-Apr-20,Facebook reports slowest quarterly growth since going public,apr,apr,['apr']
30-Apr-20,UK car production plunged in March to lowest level since 2009,apr,apr,['apr']
30-Apr-20,JD Wetherspoon plans to reopen pubs in June,apr,apr,['apr']
30-Apr-20,Business live  Stock markets hit seven-week highs as Fed leaves interest rates on hold - as it happened,apr,apr,['apr']
29-Apr-20,"Some John Lewis stores may not reopen after lockdown, admits boss",apr,apr,['apr']
29-Apr-20,"Nils Pratley on finance  


  AstraZeneca success should prompt review of takeover rules",apr,apr,['apr']
29-Apr-20,Virgin Australia collapse: creditors meet amid speculation of steep losses for investors,apr,apr,['apr']
29-Apr-20,World's stock markets soar on coronavirus treatment hopes,apr,apr,['apr']
29-Apr-20,"Whirlpool extends fire fault checks to 55,000 UK washing machines",apr,apr,['apr']
29-Apr-20,"Boeing to axe 16,000 jobs as coronavirus stalls new plane orders",apr,apr,['apr']
29-Apr-20,Dixons Carphone plans drive-through and contactless shops,apr,apr,['apr']
29-Apr-20,Odeon bans all Universal Pictures films as studio skips cinema releases,apr,apr,['apr']
29-Apr-20,Elon Musk tweets protest against US coronavirus lockdown,apr,apr,['apr']
29-Apr-20,Saudi Aramco removes 'sustainable' oil adverts after complaints,apr,apr,['apr']
29-Apr-20,"AMC, largest cinema chain in US, announces boycott of Universal",apr,apr,['apr']
29-Apr-20,US economy shrinks 4.8% as coronavirus ends longest expansion in history,apr,apr,['apr']
29-Apr-20,Half of world’s workers ‘at immediate risk of losing livelihood due to coronavirus’,apr,apr,['apr']
29-Apr-20,"Flexible working will be norm after lockdown, say Barclays and WPP bosses",apr,apr,['apr']
29-Apr-20,Next warns sales will fall 'faster and steeper' than expected in pandemic,apr,apr,['apr']
29-Apr-20,Barclays may have to put aside £4.5bn to cover bad debts due to coronavirus,apr,apr,['apr']
29-Apr-20,"How will the US reopen? Slowly, bit by bit, but we may never return to 'normal'",apr,apr,['apr']
29-Apr-20,"Airlines may not recover from Covid-19 crisis for five years, says Airbus",apr,apr,['apr']
29-Apr-20,"KFC to reopen further 80 outlets in UK, bringing total to 100",apr,apr,['apr']
29-Apr-20,Coronavirus pandemic threatens controversial fracking project in Argentina,apr,apr,['apr']
29-Apr-20,"Extend coronavirus wage subsidies or risk delayed redundancies, firms warn",apr,apr,['apr']
29-Apr-20,"Project Syndicate economists  


  Ten reasons why a 'Greater Depression' for the 2020s is inevitable",apr,apr,['apr']
29-Apr-20,Airlines and oil giants are on the brink. No government should offer them a lifeline,apr,apr,['apr']
29-Apr-20,"British Airways plans to make up to 12,000 staff redundant",apr,apr,['apr']
29-Apr-20,"Nils Pratley on finance  


  Rishi Sunak will be alarmed but hard to see how BA job cuts could be avoided",apr,apr,['apr']
29-Apr-20,Charlotte Tilbury eyes £500m payout as makeup firm goes up for sale,apr,apr,['apr']
29-Apr-20,Women’s fashion manufacturer to make reusable gowns for NHS,apr,apr,['apr']
29-Apr-20,Do drive-through coronavirus testing at McDonald’s,apr,apr,['apr']
29-Apr-20,Brief letters  Sift out or bake in the lesser of two weevils,apr,apr,['apr']
29-Apr-20,Big retailers in Australia move to enhanced 'click and collect' shopping as coronavirus shutdown endures,apr,apr,['apr']
29-Apr-20,UN chief: don't use taxpayer money to save polluting industries,apr,apr,['apr']
29-Apr-20,Harley-Davidson's profits plunge amid coronavirus lockdown,apr,apr,['apr']
29-Apr-20,Ford set to restart main European car factories on Monday 4 May,apr,apr,['apr']
29-Apr-20,Nando's joins Burger King in reopening some branches for deliveries,apr,apr,['apr']
29-Apr-20,Business live  FTSE 100 hits seven-week high despite slump in UK retail sales and US confidence - as it happened,apr,apr,['apr']
29-Apr-20,Victoria Beckham firm sued by ex-employee over hand injury,apr,apr,['apr']
29-Apr-20,FCA warns banks not to put pressure on clients during Covid-19 crisis,apr,apr,['apr']
29-Apr-20,Rail season tickets: how to apply for a coronavirus refund,apr,apr,['apr']
29-Apr-20,BP plunges into first-quarter loss after oil price collapse,apr,apr,['apr']
29-Apr-20,"UK retail suffering from collapse in consumer spending, says CBI",apr,apr,['apr']
28-Apr-20,Thinktank predicts £800bn hit to economy in UK over next 10 years,apr,apr,['apr']
28-Apr-20,Executive pay capped at private hospitals during NHS takeover,apr,apr,['apr']
28-Apr-20,African Americans bear the brunt of Covid-19's economic impact,apr,apr,['apr']
28-Apr-20,China starts major trial of state-run digital currency,apr,apr,['apr']
28-Apr-20,UK consumers choosing big weekly shops during lockdown,apr,apr,['apr']
28-Apr-20,Rishi Sunak's coronavirus rescue plan is failing. Labour can help make it work,apr,apr,['apr']
28-Apr-20,"Project Syndicate economists  


  Economic recovery from the Covid-19 crisis will need a balancing act",apr,apr,['apr']
28-Apr-20,HSBC could have to put aside £8.8bn to cover bad debts in coronavirus crisis,apr,apr,['apr']
28-Apr-20,Marks & Spencer scraps shareholder payout amid Covid-19 crisis,apr,apr,['apr']
28-Apr-20,Consumer champions  Why is Eurostar setting a deadline for using its vouchers?,apr,apr,['apr']
28-Apr-20,Britain breaks record for coal-free power generation,apr,apr,['apr']
28-Apr-20,"Sales of almost 400,000 homes stalled due to lockdown, says Zoopla",apr,apr,['apr']
28-Apr-20,"Airbus to furlough 3,000 staff in Wales after warning it is 'bleeding cash'",apr,apr,['apr']
28-Apr-20,Ministers meet unions and business to plan getting UK back to work,apr,apr,['apr']
28-Apr-20,"Nils Pratley on finance  


  Stock market plunge is the time to ditch long-term rewards for CEOs",apr,apr,['apr']
28-Apr-20,Norwegian Air says most of fleet will stay grounded until 2021,apr,apr,['apr']
28-Apr-20,UK betting firms to stop advertising on TV and radio during lockdown,apr,apr,['apr']
28-Apr-20,"Politics live with Andrew Sparrow  UK coronavirus live: some non-Covid NHS treatments to restart, as 360 hospital deaths take toll to 21,092 - as it happened",apr,apr,['apr']
28-Apr-20,The Guardian view on resetting relations with China: times are changing,apr,apr,['apr']
28-Apr-20,Sunak rejects church leaders' call to bar tax-haven firms from bailouts,apr,apr,['apr']
27-Apr-20,Business live  More than 4m UK workers furloughed during coronavirus crisis - as it happened,apr,apr,['apr']
27-Apr-20,UK to halt several ventilator projects after fall in demand,apr,apr,['apr']
27-Apr-20,Sunak backs down and offers small firms 100% loan guarantees,apr,apr,['apr']
27-Apr-20,Firms receiving coronavirus help told to cut executive pay,apr,apr,['apr']
27-Apr-20,Greggs to start reopening shops amid coronavirus lockdown,apr,apr,['apr']
27-Apr-20,Admiral shelves only part of dividend amid coronavirus crisis,apr,apr,['apr']
27-Apr-20,Consumer champions  Why did Ryanair stop refunds and start offering only vouchers?,apr,apr,['apr']
27-Apr-20,Locked-down advertisers ask: is it too soon for jokes?,apr,apr,['apr']
27-Apr-20,UK economy will take three years to recover from coronavirus – EY,apr,apr,['apr']
27-Apr-20,FTSE 100 firms using furlough scheme pay CEOs average of £3.6m,apr,apr,['apr']
27-Apr-20,Bosses appeal to the government for a lockdown exit plan,apr,apr,['apr']
27-Apr-20,UK tourism hotspots could face worst of post-lockdown job losses,apr,apr,['apr']
27-Apr-20,The key areas to look at in easing the UK coronavirus lockdown,apr,apr,['apr']
27-Apr-20,The Guardian view on coronavirus and hunger: the bigger killer?,apr,apr,['apr']
27-Apr-20,Coronavirus: UK banks may need to put aside £5bn to cover losses in first quarter,apr,apr,['apr']
27-Apr-20,Virgin Atlantic hires bank in search for emergency funds,apr,apr,['apr']
27-Apr-20,UK traffic to film and TV piracy sites up nearly 60% in lockdown,apr,apr,['apr']
27-Apr-20,John Lewis to reopen factory to make Covid-19 gowns for NHS,apr,apr,['apr']
27-Apr-20,UK energy firms using debt collectors despite coronavirus agreement,apr,apr,['apr']
27-Apr-20,"Viewpoint column  


  Boris Johnson is riding high, but will he beat the curse of the crisis?",apr,apr,['apr']
26-Apr-20,'Haven't seen a dime': five small businesses on the struggle to survive a pandemic,apr,apr,['apr']
26-Apr-20,"'Heads we win, tails you lose': how America's rich have turned pandemic into profit",apr,apr,['apr']
26-Apr-20,"We're desperate for a coronavirus cure, but at what cost to the human guinea pigs?",apr,apr,['apr']
26-Apr-20,"Cut off by telecoms company, pensioner missed call as partner died of Covid-19",apr,apr,['apr']
26-Apr-20,"Business leader  


  The US can teach Europe a thing or two about financial crises",apr,apr,['apr']
26-Apr-20,Alone and disconnected: the woman left unable to call her dying partner,apr,apr,['apr']
26-Apr-20,Observer business agenda  Sainsbury’s top man steps down just as the panic-buying revenues roll in,apr,apr,['apr']
26-Apr-20,Tata Steel needs '£500m government bailout' as Covid-19 halts production,apr,apr,['apr']
26-Apr-20,A growing clamour of voices treats the pandemic as if it's just health and safety gone mad,apr,apr,['apr']
26-Apr-20,"In a post-pandemic world, collective action must still be valued",apr,apr,['apr']
26-Apr-20,Oil market faces storage crisis in a world awash with crude,apr,apr,['apr']
26-Apr-20,America’s fracking boom flounders as global prices and demand collapse,apr,apr,['apr']
26-Apr-20,Online auction of record-breaking whisky collection hit by cyber-attack,apr,apr,['apr']
26-Apr-20,Manchester University braced for losses of more than £270m,apr,apr,['apr']
26-Apr-20,Will shoppers return to the UK high street after lockdown?,apr,apr,['apr']
26-Apr-20,We'll survive! Why Hays Travel owners have no regrets on Thomas Cook rescue,apr,apr,['apr']
26-Apr-20,UK insurers face £1.2bn payouts for coronavirus crisis,apr,apr,['apr']
